idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,fitness_1,fitness_2,hv,gen
0,11,5,13,2,3,18,13,16.89,650.0,,0
1,12,19,2,17,7,2,12,17.47,600.0,,0
2,19,13,2,8,2,18,18,16.58,900.0,,0
3,11,12,20,16,19,15,9,18.36,450.0,,0
4,5,8,13,13,16,3,22,15.91,1100.0,,0
5,9,14,12,13,8,5,11,18.22,550.0,,0
6,3,4,17,14,6,11,20,16.66,1000.0,,0
7,18,6,4,19,19,7,48,16.08,2400.0,,0
8,16,14,2,3,18,19,41,16.1,2050.0,,0
9,4,18,3,19,2,20,27,19.93,1350.0,,0
10,16,18,14,11,15,19,59,23.89,2950.0,,0
11,6,20,4,16,2,7,37,44.7,1850.0,,0
12,10,17,16,11,15,10,78,27.42,3900.0,,0
13,10,14,5,18,4,19,40,49.83,2000.0,,0
14,15,10,13,12,1,15,46,735.29,2300.0,,0
15,15,13,18,9,5,14,71,94.6,3550.0,,0
16,14,14,3,8,3,18,55,776.4,2750.0,,0
17,2,19,4,8,19,2,74,1286.64,3700.0,,0
18,12,10,8,6,8,3,74,1378.2,3700.0,,0
19,3,9,16,3,2,10,74,2529.15,3700.0,,0
0,12.0,19.0,2.0,17.0,7.0,2.0,12.0,17.47,600.0,120660.0,1.0
1,12.0,19.0,2.0,17.0,7.0,2.0,12.0,17.47,600.0,120660.0,1.0
2,19.0,13.0,2.0,8.0,2.0,18.0,18.0,16.58,900.0,120660.0,1.0
3,19.0,13.0,2.0,8.0,2.0,18.0,18.0,16.58,900.0,120660.0,1.0
4,11.0,12.0,20.0,16.0,19.0,15.0,9.0,18.36,450.0,120660.0,1.0
5,11.0,12.0,20.0,16.0,19.0,15.0,9.0,18.36,450.0,120660.0,1.0
6,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,120660.0,1.0
7,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,120660.0,1.0
8,9.0,14.0,12.0,13.0,8.0,5.0,11.0,18.22,550.0,120660.0,1.0
9,20.0,8.0,20.0,13.0,16.0,20.0,64.0,15.59,3200.0,120660.0,1.0
10,11.0,20.0,20.0,20.0,19.0,15.0,72.0,15.33,3600.0,120660.0,1.0
11,18.0,6.0,4.0,19.0,19.0,20.0,27.0,15.87,1350.0,120660.0,1.0
12,9.0,14.0,12.0,13.0,20.0,5.0,60.0,15.8,3000.0,120660.0,1.0
13,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,120660.0,1.0
14,3.0,4.0,17.0,14.0,6.0,11.0,20.0,16.66,1000.0,120660.0,1.0
15,16.0,14.0,2.0,3.0,18.0,18.0,18.0,16.79,900.0,120660.0,1.0
16,20.0,5.0,20.0,2.0,3.0,20.0,23.0,16.49,1150.0,120660.0,1.0
17,6.0,20.0,4.0,16.0,20.0,20.0,37.0,16.0,1850.0,120660.0,1.0
18,11.0,5.0,13.0,2.0,3.0,18.0,13.0,16.89,650.0,120660.0,1.0
19,18.0,6.0,4.0,19.0,19.0,7.0,48.0,16.08,2400.0,120660.0,1.0
0,12.0,19.0,2.0,17.0,7.0,2.0,12.0,17.47,600.0,121537.0,2.0
1,12.0,19.0,2.0,17.0,7.0,2.0,12.0,17.47,600.0,121537.0,2.0
2,19.0,13.0,2.0,8.0,2.0,18.0,18.0,16.58,900.0,121537.0,2.0
3,19.0,13.0,2.0,8.0,2.0,18.0,18.0,16.58,900.0,121537.0,2.0
4,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,121537.0,2.0
5,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,121537.0,2.0
6,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,121537.0,2.0
7,18.0,6.0,4.0,19.0,19.0,20.0,27.0,15.87,1350.0,121537.0,2.0
8,18.0,6.0,4.0,19.0,19.0,20.0,27.0,15.87,1350.0,121537.0,2.0
9,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,121537.0,2.0
10,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,121537.0,2.0
11,11.0,12.0,20.0,16.0,20.0,15.0,60.0,15.26,3000.0,121537.0,2.0
12,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,121537.0,2.0
13,20.0,5.0,20.0,2.0,3.0,15.0,9.0,18.01,450.0,121537.0,2.0
14,11.0,20.0,20.0,20.0,19.0,15.0,72.0,15.33,3600.0,121537.0,2.0
15,11.0,12.0,20.0,16.0,19.0,15.0,9.0,18.36,450.0,121537.0,2.0
16,11.0,12.0,20.0,16.0,19.0,15.0,9.0,18.36,450.0,121537.0,2.0
17,11.0,5.0,13.0,2.0,3.0,18.0,13.0,16.89,650.0,121537.0,2.0
18,9.0,14.0,12.0,13.0,8.0,5.0,11.0,18.22,550.0,121537.0,2.0
19,20.0,20.0,20.0,16.0,19.0,20.0,23.0,16.01,1150.0,121537.0,2.0
0,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132084.5,3.0
1,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132084.5,3.0
2,20.0,10.0,20.0,2.0,3.0,20.0,9.0,17.91,450.0,132084.5,3.0
3,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132084.5,3.0
4,11.0,12.0,20.0,16.0,20.0,15.0,60.0,15.26,3000.0,132084.5,3.0
5,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132084.5,3.0
6,18.0,6.0,4.0,19.0,19.0,20.0,27.0,15.87,1350.0,132084.5,3.0
7,19.0,13.0,2.0,8.0,2.0,18.0,18.0,16.58,900.0,132084.5,3.0
8,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132084.5,3.0
9,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132084.5,3.0
10,18.0,6.0,4.0,19.0,19.0,20.0,27.0,15.87,1350.0,132084.5,3.0
11,20.0,14.0,12.0,13.0,8.0,5.0,11.0,17.9,550.0,132084.5,3.0
12,19.0,13.0,2.0,8.0,2.0,18.0,18.0,16.58,900.0,132084.5,3.0
13,12.0,19.0,2.0,17.0,7.0,2.0,12.0,17.47,600.0,132084.5,3.0
14,11.0,12.0,20.0,16.0,20.0,15.0,60.0,15.26,3000.0,132084.5,3.0
15,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132084.5,3.0
16,12.0,19.0,2.0,17.0,7.0,2.0,12.0,17.47,600.0,132084.5,3.0
17,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132084.5,3.0
18,12.0,19.0,2.0,17.0,7.0,2.0,12.0,17.47,600.0,132084.5,3.0
19,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132084.5,3.0
0,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132187.0,4.0
1,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132187.0,4.0
2,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132187.0,4.0
3,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132187.0,4.0
4,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132187.0,4.0
5,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132187.0,4.0
6,11.0,12.0,20.0,16.0,20.0,15.0,60.0,15.26,3000.0,132187.0,4.0
7,20.0,20.0,20.0,1.0,20.0,20.0,27.0,15.86,1350.0,132187.0,4.0
8,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132187.0,4.0
9,19.0,13.0,2.0,8.0,2.0,18.0,18.0,16.58,900.0,132187.0,4.0
10,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132187.0,4.0
11,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132187.0,4.0
12,19.0,13.0,2.0,8.0,2.0,18.0,18.0,16.58,900.0,132187.0,4.0
13,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132187.0,4.0
14,11.0,12.0,20.0,16.0,20.0,15.0,60.0,15.26,3000.0,132187.0,4.0
15,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132187.0,4.0
16,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132187.0,4.0
17,11.0,12.0,20.0,16.0,20.0,15.0,60.0,15.26,3000.0,132187.0,4.0
18,11.0,12.0,20.0,16.0,20.0,15.0,60.0,15.26,3000.0,132187.0,4.0
19,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132187.0,4.0
0,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,5.0
1,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,5.0
2,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132310.0,5.0
3,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132310.0,5.0
4,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132310.0,5.0
5,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132310.0,5.0
6,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132310.0,5.0
7,20.0,20.0,20.0,1.0,20.0,20.0,27.0,15.86,1350.0,132310.0,5.0
8,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132310.0,5.0
9,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132310.0,5.0
10,20.0,20.0,20.0,1.0,20.0,18.0,18.0,16.31,900.0,132310.0,5.0
11,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132310.0,5.0
12,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132310.0,5.0
13,20.0,20.0,20.0,8.0,20.0,20.0,23.0,15.89,1150.0,132310.0,5.0
14,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132310.0,5.0
15,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132310.0,5.0
16,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132310.0,5.0
17,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,5.0
18,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,5.0
19,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132310.0,5.0
0,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,6.0
1,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,6.0
2,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132310.0,6.0
3,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132310.0,6.0
4,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132310.0,6.0
5,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132310.0,6.0
6,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132310.0,6.0
7,20.0,20.0,20.0,1.0,20.0,20.0,27.0,15.86,1350.0,132310.0,6.0
8,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132310.0,6.0
9,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132310.0,6.0
10,20.0,20.0,20.0,1.0,20.0,18.0,18.0,16.31,900.0,132310.0,6.0
11,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132310.0,6.0
12,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132310.0,6.0
13,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132310.0,6.0
14,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132310.0,6.0
15,20.0,20.0,20.0,8.0,20.0,20.0,23.0,15.89,1150.0,132310.0,6.0
16,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132310.0,6.0
17,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132310.0,6.0
18,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132310.0,6.0
19,20.0,20.0,20.0,8.0,20.0,20.0,23.0,15.89,1150.0,132310.0,6.0
0,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,7.0
1,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,7.0
2,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132310.0,7.0
3,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132310.0,7.0
4,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132310.0,7.0
5,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132310.0,7.0
6,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132310.0,7.0
7,20.0,20.0,20.0,1.0,20.0,20.0,27.0,15.86,1350.0,132310.0,7.0
8,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132310.0,7.0
9,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132310.0,7.0
10,20.0,20.0,20.0,1.0,20.0,18.0,18.0,16.31,900.0,132310.0,7.0
11,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132310.0,7.0
12,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132310.0,7.0
13,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132310.0,7.0
14,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132310.0,7.0
15,20.0,20.0,20.0,8.0,20.0,20.0,23.0,15.89,1150.0,132310.0,7.0
16,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132310.0,7.0
17,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132310.0,7.0
18,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132310.0,7.0
19,20.0,20.0,20.0,8.0,20.0,20.0,23.0,15.89,1150.0,132310.0,7.0
0,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,8.0
1,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132310.0,8.0
2,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132310.0,8.0
3,20.0,12.0,9.0,16.0,20.0,20.0,1.0,24.55,50.0,132310.0,8.0
4,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132310.0,8.0
5,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132310.0,8.0
6,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132310.0,8.0
7,20.0,20.0,20.0,1.0,20.0,20.0,27.0,15.86,1350.0,132310.0,8.0
8,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132310.0,8.0
9,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132310.0,8.0
10,20.0,20.0,20.0,1.0,20.0,18.0,18.0,16.31,900.0,132310.0,8.0
11,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132310.0,8.0
12,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132310.0,8.0
13,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132310.0,8.0
14,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132310.0,8.0
15,20.0,20.0,20.0,8.0,20.0,20.0,23.0,15.89,1150.0,132310.0,8.0
16,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132310.0,8.0
17,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132310.0,8.0
18,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132310.0,8.0
19,20.0,20.0,20.0,8.0,20.0,20.0,23.0,15.89,1150.0,132310.0,8.0
0,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132966.0,9.0
1,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132966.0,9.0
2,20.0,2.0,9.0,16.0,18.0,20.0,1.0,22.91,50.0,132966.0,9.0
3,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132966.0,9.0
4,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132966.0,9.0
5,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132966.0,9.0
6,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132966.0,9.0
7,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132966.0,9.0
8,20.0,20.0,20.0,1.0,20.0,20.0,27.0,15.86,1350.0,132966.0,9.0
9,20.0,20.0,20.0,1.0,20.0,20.0,27.0,15.86,1350.0,132966.0,9.0
10,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132966.0,9.0
11,20.0,20.0,20.0,1.0,20.0,18.0,18.0,16.31,900.0,132966.0,9.0
12,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132966.0,9.0
13,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132966.0,9.0
14,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132966.0,9.0
15,20.0,20.0,20.0,8.0,20.0,20.0,23.0,15.89,1150.0,132966.0,9.0
16,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132966.0,9.0
17,20.0,20.0,20.0,1.0,20.0,18.0,18.0,16.31,900.0,132966.0,9.0
18,5.0,8.0,13.0,13.0,16.0,3.0,22.0,15.91,1100.0,132966.0,9.0
19,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132966.0,9.0
0,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132966.0,10.0
1,20.0,20.0,20.0,8.0,20.0,20.0,64.0,14.82,3200.0,132966.0,10.0
2,20.0,2.0,9.0,16.0,18.0,20.0,1.0,22.91,50.0,132966.0,10.0
3,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132966.0,10.0
4,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132966.0,10.0
5,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132966.0,10.0
6,20.0,20.0,20.0,1.0,20.0,20.0,37.0,15.38,1850.0,132966.0,10.0
7,20.0,20.0,20.0,2.0,3.0,20.0,9.0,17.31,450.0,132966.0,10.0
8,20.0,20.0,20.0,1.0,20.0,20.0,27.0,15.86,1350.0,132966.0,10.0
9,20.0,20.0,20.0,1.0,20.0,20.0,27.0,15.86,1350.0,132966.0,10.0
10,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132966.0,10.0
11,20.0,20.0,20.0,1.0,20.0,18.0,18.0,16.31,900.0,132966.0,10.0
12,11.0,20.0,20.0,20.0,20.0,20.0,17.0,16.75,850.0,132966.0,10.0
13,20.0,20.0,20.0,1.0,20.0,20.0,60.0,14.96,3000.0,132966.0,10.0
14,11.0,5.0,20.0,20.0,20.0,20.0,13.0,16.85,650.0,132966.0,10.0
